class,run,camcol,rerun,field,objid,u,g,r,i,z,ra,dec,specobjid,plate,mjd,fiberid,redshift
GALAXY,752,2,301,532,1237648703520768279,24.81896,22.48911,21.16348,19.86173,19.32639,223.194621602208,-0.796326705482868,4529743629367570432,4023,55328,903,0.6572224
GALAXY,1345,6,301,630,1237651252590281607,24.10615,21.67788,19.75149,18.94943,18.55215,249.608112756305,44.5113746869362,6789197706151260160,6030,56097,77,0.4240012
GALAXY,1412,4,301,215,1237651539252150907,24.12838,22.35607,20.82282,19.74703,18.94552,202.83252156053,66.8325018939995,7684434927295328256,6825,56717,611,0.5624739
QSO,752,2,301,530,1237648703520638008,22.83239,21.53376,20.18244,19.38409,18.81638,222.958734959517,-0.728620831692924,4529732084495478784,4023,55328,861,0.461757
GALAXY,1345,2,301,628,1237651250442666691,23.03367,22.09922,20.49452,19.51896,19.19149,247.461314595599,43.850294075823,6795077619106377728,6035,56076,988,0.5274185
GALAXY,752,3,301,236,1237648704038240691,22.58594,21.72829,20.42639,19.61293,19.2289,178.92410792631,-0.31120061536795,4251569384567009280,3776,55209,623,0.4793053
GALAXY,1458,5,301,509,1237651737376785161,24.07534,22.21363,20.57319,19.71267,19.3984,201.131006884284,3.11615548187062,4510591786079154176,4006,55328,861,0.4607067
STAR,1231,3,301,172,1237650761323381290,22.79809,21.05931,20.72754,20.54111,20.28556,194.987966793212,-2.85160860449535,4271667633025904640,3794,55241,12,0.000533092
QSO,1345,3,301,273,1237651250956271755,21.38038,19.61596,19.54675,19.46161,19.31424,155.919784314385,61.8477320980326,7982816818455310336,7090,56659,678,2.923012
QSO,1345,3,301,132,1237651250947031712,22.46528,21.82217,20.66398,19.81155,19.59055,126.955539013602,48.2986190447654,4157958064073011200,3693,55208,35,0.5900886
STAR,1140,2,301,35,1237650369935508173,23.495,21.87426,21.515,21.68491,21.69042,158.139967195026,-2.76971968822481,4261590059201523712,3785,55241,214,0.0007713425
GALAXY,1345,2,301,537,1237651250436703172,24.34609,23.04267,21.08882,20.1427,19.72258,233.681748600207,54.067585268536,7552662852306923520,6708,56452,459,0.5309281
GALAXY,1462,3,301,325,1237651753470853409,24.87999,22.3957,20.74413,19.86927,19.6082,174.088336920962,2.24607750764807,5336842619056746496,4740,55651,280,0.4689131
STAR,1241,3,301,12,1237650804262568438,24.53465,21.76657,21.50293,21.33197,21.46159,140.193954892581,-2.03276458425756,4240159477594779648,3766,55213,74,0.0004879317
STAR,1231,5,301,26,1237650762387554652,22.38289,20.61383,20.16564,20.08466,19.96524,173.091341695065,-1.99514889995455,4266077166624239616,3789,55269,154,0.0007568164
GALAXY,1345,2,301,553,1237651250437751569,23.02261,22.21071,20.58495,19.69338,19.23367,236.70652690754,52.3642572138821,7560640908627734528,6715,56449,811,0.4914729
GALAXY,1412,4,301,213,1237651539252019852,23.88877,22.40776,20.45176,19.64674,19.38259,202.261864108088,66.9897308231385,7684428605103468544,6825,56717,588,0.4841484
GALAXY,1907,2,301,120,1237653664180994903,24.59023,22.15556,20.864,19.59097,19.00766,140.624876833334,1.27548442648389,4304476240280743936,3823,55534,585,0.6188461
QSO,1331,2,301,220,1237651190286385458,20.68639,20.13067,20.15303,20.14049,20.00527,138.08301069466,54.7598687264271,6449164943144710144,5728,56334,37,2.428444
GALAXY,752,6,301,365,1237648705657307948,25.5488,22.30747,20.71606,19.6834,19.11378,198.277876874783,0.886445697748257,4511526370945986560,4007,55327,165,0.5650101
GALAXY,752,6,301,289,1237648705652326731,23.69879,22.56824,20.78708,19.8796,19.4727,186.773801343524,0.938404061457887,4331553914043953152,3847,55588,789,0.5726363
GALAXY,1462,3,301,469,1237651753480290723,22.45951,21.80071,20.12719,19.31077,18.91966,195.576287379704,2.10433625736197,4509451042715004928,4005,55325,807,0.4487305
GALAXY,1402,2,301,86,1237651495220282439,25.04022,23.98295,21.72269,20.43934,19.92993,119.306343959569,43.9833155265742,7179984482110992384,6377,56245,439,0.5987714
GALAXY,752,6,301,157,1237648705643676249,25.40013,22.41319,20.83101,19.86274,19.43312,167.119208075601,0.92474168405876,5337948178887667712,4741,55704,206,0.5023347
STAR,756,4,301,294,1237648721758781923,23.76509,22.07705,21.77524,21.62938,21.36002,159.841302993506,0.262001850199452,4316841630977683456,3834,56014,514,0.0003406634
STAR,1231,4,301,151,1237650761858875432,18.90342,17.97875,17.69226,17.57571,17.52608,191.874108419198,-2.30275461145898,4254906127697506304,3779,55222,474,-3.883272e-05
GALAXY,752,2,301,587,1237648703524373184,24.13198,22.15926,20.36274,19.46082,18.81712,231.443554120956,-0.805094593429431,4517160268526710784,4012,55327,181,0.4458072
STAR,1241,3,301,19,1237650804263026894,19.58715,18.68706,18.41453,18.34034,18.3049,141.199450878522,-2.22091377334044,4257100753258868736,3781,55243,266,-1.533389e-05
QSO,308,5,301,96,1237646798137328243,23.14746,21.52843,21.54255,21.3432,20.49175,120.629155411249,0.892041095789405,5342593343791230976,4745,55892,721,0.850702
QSO,1462,6,301,480,1237651755091624095,20.72972,19.94928,19.92945,19.78182,19.3929,197.296035761482,3.49139373765103,5359386455800737792,4760,55656,374,2.327178
GALAXY,1907,2,301,170,1237653664184271038,21.97926,20.69677,18.93861,18.33268,17.90942,148.021889243449,1.39197830274972,5340179636746383360,4743,55645,132,0.367672
GALAXY,1239,6,301,154,1237650797292552946,24.24075,23.61866,21.08728,19.90071,19.40648,143.376003509069,0.98850430791166,5339084248538869760,4742,55660,243,0.6149719
GALAXY,1462,6,301,453,1237651755089854760,23.21946,22.20704,20.62555,19.81182,19.21012,193.173256622842,3.46223481774463,5355989789454299136,4757,55653,305,0.5442817
GALAXY,756,4,301,300,1237648721759175395,24.50391,23.47217,20.9347,19.81163,19.29493,160.787681732249,0.210832287384175,4316889734611398656,3834,56014,689,0.5161585
STAR,756,4,301,374,1237648721764024632,22.21236,21.35056,21.25521,21.02052,21.01498,171.83332550861,0.306561151982804,4322586022111801344,3839,55575,932,0.000343054
STAR,1345,3,301,62,1237651250942443936,22.36161,22.04402,21.96925,21.90285,21.43849,118.021119429607,39.8674249440445,4134318843584245760,3672,55484,52,7.071359e-05
STAR,1045,3,301,178,1237649962459857011,20.99467,19.2468,18.50405,18.22091,18.03009,60.7141930038964,-5.68100279760819,8166427012933283840,7253,56598,1000,-0.0002603032
STAR,1231,4,301,151,1237650761858875673,21.94839,21.05191,20.78136,20.62006,20.32379,191.881695016164,-2.43482343412535,4270555476561424384,3793,55214,62,0.0004375078
STAR,756,2,301,476,1237648720696967654,23.61481,21.31476,20.79463,20.53156,20.49528,187.016957456524,-0.531760390519507,4269618142865190912,3792,55212,748,2.357373e-05
GALAXY,1404,4,301,36,1237651504880681902,25.25376,22.96205,21.13383,20.11488,19.9817,204.285679559643,0.262607858139217,4555622289442009088,4046,55605,841,0.5526026
GALAXY,1412,4,301,172,1237651539249332552,24.75409,21.76176,20.20247,19.44455,18.96348,186.041363056369,67.8703248040203,7843274775610454016,6966,56748,931,0.4909377
GALAXY,1458,5,301,522,1237651737377636520,23.90632,21.61758,20.54059,19.78866,19.44556,202.989008266858,3.10258763299075,4554489242994798592,4045,55622,815,0.5059852
GALAXY,1904,6,301,205,1237653653449146689,23.66104,22.20589,20.74652,19.49861,19.13687,8.41617320230756,16.1359490455571,6971624830026838016,6192,56269,191,0.5916199
QSO,1458,1,301,392,1237651735221633370,23.42392,21.37853,21.17177,21.04739,21.00288,183.453921144874,1.53762414693307,5348151095796101120,4750,55630,460,2.864492
GALAXY,1402,2,301,115,1237651495222181923,23.51999,24.99892,21.57007,20.53322,19.86063,122.756758474339,47.4739315006975,8306999851385286656,7378,56715,401,0.4920346
GALAXY,1402,2,301,87,1237651495220347626,23.91963,24.08264,21.41254,20.36821,19.47453,119.3963152306,44.0320048483812,7180023239895871488,6377,56245,580,0.6085293
GALAXY,1904,6,301,190,1237653653448164052,25.01119,22.10404,20.7137,19.56083,18.88678,6.17814070311545,16.2306377121292,6963734733713502208,6185,56217,159,0.5804328
GALAXY,1345,2,301,594,1237651250440438737,24.98185,22.30518,20.88159,19.78982,19.32639,243.015139968476,47.7249873359464,7119305183213580288,6323,56189,873,0.585573
GALAXY,1402,2,301,74,1237651495219495869,24.60775,22.78265,21.22437,20.38539,19.61906,117.975744408335,42.4713341936778,4136801260895137792,3674,55182,891,0.5021682
GALAXY,756,4,301,217,1237648721753735684,22.55095,22.39326,20.97804,19.85357,19.43824,148.273418399011,0.212365696149892,4309086767934009344,3827,55565,974,0.5631818
GALAXY,1458,5,301,583,1237651737381634953,23.50125,23.62775,21.80545,20.40892,19.84758,212.113297499604,3.04953893799376,4541003178258919424,4033,55332,905,0.6848952
GALAXY,752,6,301,207,1237648705646952840,24.57215,22.37736,20.93096,19.87296,19.56754,174.572511934085,1.01769742500262,4324731993880981504,3841,55572,547,0.5758337
GALAXY,1904,6,301,222,1237653653450260744,22.78136,20.7599,19.05417,18.41422,17.94016,11.1073015627715,16.0254500898364,6978354115093655552,6198,56211,96,0.3266047
QSO,752,3,301,327,1237648704044204452,25.14832,22.62249,21.35132,21.13212,21.26343,192.458446631814,-0.303262134937152,4254935814511456256,3779,55222,582,1.288577
GALAXY,1458,5,301,549,1237651737379406039,21.73656,19.41236,17.96558,17.39847,17.0399,207.049223852002,3.0722491154401,5387509764266323968,4785,55659,286,0.2444887
QSO,756,4,301,132,1237648721748165301,22.43176,21.80321,21.94434,21.84444,21.54758,135.560556827313,0.404045225999847,4298841518032744448,3818,55532,566,2.029532
GALAXY,109,5,301,42,1237645943435296963,20.20954,19.50173,20.40937,19.89012,20.53993,40.9959119807555,0.556305314494103,4109788735142031360,3650,55244,924,0.05933743
GALAXY,756,4,301,261,1237648721756619375,25.52986,22.42641,20.73625,19.70445,19.12277,154.905021678543,0.38213038220409,4313521372837638144,3831,55543,723,0.5317038
GALAXY,1462,3,301,327,1237651753470984635,23.59348,22.07763,20.36701,19.54905,19.08139,174.298399979296,2.06089507623897,5336815406143959040,4740,55651,181,0.4772865
GALAXY,1458,5,301,493,1237651737375736303,22.0955,22.53956,20.92712,19.97588,19.55269,198.660774369807,3.26896379357843,5359309215108886528,4760,55656,93,0.5159059
GALAXY,752,6,301,287,1237648705652195988,24.41023,23.36544,21.19022,19.97893,19.29788,186.481100749607,0.971226855014124,5350383929420083200,4752,55653,391,0.6929152
QSO,94,6,301,93,1237645879551000764,25.91849,20.98709,19.23725,18.55396,18.41879,348.841086940644,1.26880178994817,8263196408317407232,7339,56755,789,0.133115
QSO,1458,1,301,401,1237651735222223089,21.64538,20.96641,20.93268,20.69628,20.75462,184.81920900542,1.65555263737321,5348076878761226240,4750,55630,190,2.279114
QSO,1331,6,301,112,1237651192426791423,21.12696,20.57248,20.46319,20.63488,20.25565,119.624866592809,43.6148660131395,5095948415960543232,4526,55559,456,2.511617
GALAXY,1473,1,301,63,1237651799624581554,23.22332,22.17634,20.41368,19.29353,18.62259,152.475824312027,-1.12972678582839,4243730966692687872,3769,55240,779,0.6797259
QSO,1345,3,301,108,1237651250945458546,22.68878,21.24386,20.89869,20.38245,19.9773,123.544181628589,45.3876974167862,4155737326570106880,3691,55274,148,1.623722
STAR,752,6,301,199,1237648705646428429,23.06984,21.13671,20.67961,20.69715,20.36482,173.296090804913,0.884060662071353,4323662443978616832,3840,55574,752,0.0009335275
GALAXY,1412,4,301,261,1237651539255165240,22.01849,19.70813,18.24811,17.70342,17.30769,218.00720717614,64.1221688170742,8021133700195086336,7124,56720,810,0.2558561
GALAXY,752,6,301,124,1237648705641513465,26.80379,21.90459,20.23916,19.37112,19.13758,162.192826398737,1.01230266812947,4317997485127299072,3835,55570,623,0.3174545
QSO,1345,3,301,63,1237651250942509556,21.22852,20.57354,20.24744,19.96692,19.66656,118.207083553092,40.0197915481024,4134329838700523520,3672,55484,92,2.057725
GALAXY,1140,2,301,34,1237650369935442428,22.5233,21.74144,20.23438,19.45833,18.91091,157.920024691447,-2.73741542374343,4261601329732579328,3785,55273,255,0.4728517
GALAXY,1462,3,301,304,1237651753469476965,22.81376,20.81896,19.03199,18.4138,17.95576,170.881779699148,2.08434244488809,5325624851322040320,4730,55630,430,0.3500872
GALAXY,752,2,301,524,1237648703520245076,23.51392,21.87776,20.31374,19.29137,18.95226,222.040548407032,-0.710445535297503,4528376387061084160,4022,55352,25,0.9780416
GALAXY,1350,4,301,292,1237651272969224568,22.4527,20.981,19.1765,18.46925,18.11681,156.831323938712,64.856644461839,7973892633234436096,7082,56713,980,0.3904473
STAR,1345,4,301,612,1237651251515359595,21.20585,20.14981,19.78568,19.73814,19.7222,246.55805689478,46.2906371397089,7118065758747947008,6322,56190,460,-0.0001714468
GALAXY,1350,4,301,299,1237651272969683351,23.17003,22.00686,20.64278,19.69473,19.59095,158.988450034933,65.3615294664042,7974814848763228160,7083,56722,239,0.5998058
QSO,1345,2,301,544,1237651250437161324,22.01974,21.03089,20.93783,20.71248,20.72512,234.967338075532,53.3245572908076,7559564211832680448,6714,56447,990,2.752858
GALAXY,1350,4,301,191,1237651272962605542,25.62158,22.53215,20.8181,19.96399,19.39746,132.098269727666,55.7586158140171,5803077059371266048,5154,55864,687,0.44074
GALAXY,1473,1,301,77,1237651799625499343,25.51991,22.21628,20.62847,19.76653,19.24223,154.613202637613,-1.136799736024,4260646678694653952,3784,55269,878,0.4920564
GALAXY,1350,4,301,151,1237651272959984367,23.72126,22.66188,20.97841,20.15707,19.92544,125.804971168388,51.0578653127967,4153455563487506432,3689,55180,39,0.5188653
GALAXY,1462,6,301,577,1237651755097981681,22.85179,21.80126,20.22881,19.24699,18.76424,211.904855442835,3.15767842471388,4540991633386827776,4033,55332,863,0.5105683
STAR,752,3,301,256,1237648704039551478,22.64482,21.64626,21.2502,20.87627,20.38264,181.942520730389,-0.371205559277259,4327978022873001984,3844,55321,68,0.0009436949
GALAXY,1404,2,301,62,1237651503808643434,23.59823,21.78944,20.06858,19.16677,18.63626,208.269566758627,-0.570208266202978,4548675574977720320,4040,55605,145,0.5468403
GALAXY,1462,3,301,398,1237651753475637841,22.976,21.58838,19.62523,18.96923,18.5688,185.054342612928,2.23454824129687,5348269568173993984,4750,55630,891,0.3800229
QSO,1345,3,301,104,1237651250945196399,21.61003,21.22983,20.95324,20.7869,20.39319,122.998010439073,45.0528234557909,8250694135804784640,7328,56715,362,0.886443
QSO,1331,5,301,222,1237651191897129362,22.88009,21.30298,21.29315,21.04676,20.53842,136.996473766799,55.7518804823211,6449396115464450048,5728,56334,878,2.33612
STAR,756,6,301,269,1237648722830885044,20.1631,19.20068,18.82972,18.69217,18.68283,156.122135466251,1.23116721374288,5335763448276643840,4739,55644,450,-1.070577e-05
STAR,752,6,301,84,1237648705638891850,26.02539,22.1867,21.00515,20.91084,20.24974,156.116530444051,0.851033266660802,4314601913628422144,3832,55289,558,-0.0001725472
GALAXY,1904,6,301,319,1237653653456617818,21.29321,20.74417,19.64034,18.80246,18.44872,26.0893154423284,15.0944844721116,5244634549304619008,4658,55592,701,0.5124446
STAR,756,6,301,110,1237648722820465367,23.9293,21.8399,21.38609,21.33007,21.35645,132.313419249529,1.07385317509035,4292118004110127104,3812,55513,682,0.0004125891
STAR,1241,3,301,55,1237650804265386419,22.60019,21.73508,21.32112,21.47578,21.27562,146.607267267693,-2.25908825765057,4258203563438305280,3782,55244,182,0.0008747152
GALAXY,1402,2,301,85,1237651495220216334,23.21076,22.23307,20.49956,19.82481,19.51873,119.255517764627,43.6791692642582,7179980633786740736,6377,56243,425,0.3780503
GALAXY,1350,4,301,223,1237651272964702572,23.47321,22.18228,20.92788,19.97151,19.17859,138.381376691529,59.0928933054151,6431247855910580224,5712,56602,391,0.5575531
STAR,1231,4,301,142,1237650761858285612,21.69359,20.86406,20.54802,20.56461,20.21555,190.51323867204,-2.33014803731952,4270635740910252032,3793,55214,354,-4.071077e-05
QSO,1331,3,301,82,1237651190814212214,19.14207,18.55105,18.4971,18.41657,18.20722,117.754260410373,39.2166692168277,4132307836749934592,3670,55480,928,2.335875
GALAXY,1402,2,301,128,1237651495223034554,23.25226,22.59151,21.4176,20.09562,19.51542,124.588229270522,49.024819520034,4159196114182664192,3694,55209,443,0.6270768
GALAXY,1462,3,301,362,1237651753473278133,21.46608,19.5107,18.09151,17.51477,17.13409,179.563420600618,2.11315815129469,5343756347853434880,4746,55632,856,0.2735338
GALAXY,756,4,301,279,1237648721757798941,22.88034,22.33422,20.84822,19.92075,19.52766,157.57253672428,0.281016865336089,4314695097238876160,3832,55289,897,0.5305286
QSO,756,6,301,380,1237648722838160120,24.59167,21.95816,21.54775,21.44782,21.22931,172.754408715187,1.11057941798233,4323617913757691904,3840,55574,590,3.023541
GALAXY,1140,2,301,27,1237650369934983865,24.6263,21.41904,19.56946,18.89489,18.41031,156.942119984861,-2.78000340264506,4261657129410818048,3785,55241,458,0.4256977
STAR,756,6,301,121,1237648722821186187,23.80796,22.27034,20.96528,20.05718,19.43621,133.985799075903,1.05209192950127,4295515495442608128,3815,55537,754,-2.911124e-05
GALAXY,1350,4,301,179,1237651272961818939,22.82492,20.73318,19.08018,18.42452,18.00887,129.869731809406,54.3626174927621,5805397304807190528,5156,55925,936,0.3136763
STAR,756,6,301,380,1237648722838159714,21.35862,20.59201,20.3777,20.34956,20.04404,172.675259993986,1.24464690888364,4323619013269319680,3840,55574,594,0.001162624
GALAXY,1350,4,301,180,1237651272961884201,22.47219,20.61787,18.89729,18.31854,17.96177,130.127617480231,54.4743266607072,5803036102563131392,5154,55864,538,0.3275767
QSO,756,4,301,299,1237648721759109212,23.46009,22.63251,21.33356,21.35929,21.48147,160.626570800591,0.255490324912911,4316886153732747264,3834,55569,676,3.658024
GALAXY,756,4,301,269,1237648721757143510,23.41936,21.86337,20.28443,19.19569,18.79608,156.053649497953,0.235375439730451,4313591191826001920,3831,55543,977,0.5662037
STAR,1241,2,301,135,1237650803733758039,20.77651,19.55093,19.3552,19.2913,19.27648,158.527453969767,-3.07329386060869,4261558723120132096,3785,55241,100,0.0004017145
STAR,752,6,301,309,1237648705653637275,24.60604,21.03904,20.40326,20.16869,20.0341,189.769015350628,0.940751889856322,5352592023579455488,4754,55649,232,0.0004982217
GALAXY,756,4,301,163,1237648721750196312,23.44155,21.64296,20.18506,19.42046,19.42881,140.215607005569,0.259042473614573,4302336590669869056,3821,55535,993,0.4457809
QSO,756,6,301,461,1237648722843467866,21.87922,20.16133,19.84133,19.45188,19.16017,184.834447187071,1.12671429658347,5348070831447273472,4750,55630,168,2.784805
GALAXY,1473,1,301,45,1237651799623402033,22.58587,20.93596,19.54181,18.58167,18.14835,149.816998749726,-1.09761483011935,4309968300945371136,3828,55539,85,0.4957795
GALAXY,1458,5,301,578,1237651737381306896,22.54019,21.27529,19.4279,18.6644,18.17107,211.378907220536,2.97030967764523,4540961121939156992,4033,55332,752,0.4218279
STAR,752,3,301,250,1237648704039158009,22.22235,20.62222,20.22931,19.98713,19.95665,180.932178629668,-0.409518129529692,4328048941372993536,3844,55321,326,0.0009392721
STAR,1231,3,301,169,1237650761323184471,22.0684,21.30353,21.0228,20.76825,20.51771,194.566662204847,-2.84161829115599,4271700618374737920,3794,55241,132,0.0007345516
GALAXY,1904,6,301,309,1237653653455962607,22.96396,21.87067,20.49505,19.574,19.13037,24.6558290132116,15.2699073025104,5783753691748823040,5137,55833,21,0.5950065
STAR,1331,5,301,178,1237651191894245728,22.36401,21.07079,20.81155,20.55439,20.29773,129.144643281314,51.1347350197072,4162615321826095104,3697,55290,594,-0.0005141565
GALAXY,756,4,301,261,1237648721756618909,23.25096,21.43364,20.811,19.94163,19.35791,154.972577814059,0.407938076241037,4313532367953915904,3831,55543,763,0.6497445
GALAXY,1241,2,301,12,1237650803725697810,24.99823,21.67919,19.98636,19.04413,18.53484,140.110083104824,-2.57354601724441,4240161951495942144,3766,55213,83,0.4923293
GALAXY,1458,5,301,467,1237651737374032289,22.54661,21.37217,19.90355,19.11785,18.63832,194.756653525234,3.22368333494623,5357153622998839296,4758,55682,443,0.4748777
GALAXY,1907,3,301,107,1237653664717013418,24.39136,22.51103,20.26986,19.20813,18.7911,138.645198392465,1.54379295281768,4303284369844006912,3822,55544,345,0.5806869
STAR,756,6,301,29,1237648722815157011,19.33139,17.82503,17.29778,17.11277,17.05956,120.195840958431,1.22232997076876,8389299946394415104,7451,56739,799,0.0001640439
QSO,1331,2,301,198,1237651190284943525,20.62642,19.98346,19.92991,19.71318,19.57835,133.921380784471,52.4305690960496,5804105928752689152,5155,55946,334,0.7404631
QSO,752,2,301,592,1237648703524700825,22.14034,21.46109,21.22959,21.17914,21.094,232.263702718097,-0.758639763799135,4514978562965172224,4010,55350,436,2.591877
GALAXY,756,4,301,188,1237648721751834859,23.1413,20.81641,19.02188,18.40581,18.01481,143.974873798101,0.353788917668864,4306833868071825408,3825,55533,970,0.3456706
GALAXY,1345,6,301,631,1237651252590347177,23.74628,22.21818,20.70217,19.60385,19.19664,249.891393266907,44.4538413997104,6789182312988471296,6030,56097,21,0.6275226
GALAXY,1140,2,301,62,1237650369937277374,24.20762,21.93557,20.6639,19.66994,19.03053,162.111340815341,-2.83929211448224,4262706343783886848,3786,55563,179,0.58617
STAR,1231,3,301,163,1237650761322791514,22.75168,21.41163,20.01738,19.14386,18.57,193.668861198749,-2.72066356363991,4271765214682869760,3794,55241,367,0.0004787239
GALAXY,1907,3,301,57,1237653664713737519,26.34735,23.3799,21.25664,19.93274,19.38623,131.199653590083,1.32352185669726,4289741693026758656,3810,56015,229,0.7677003
GALAXY,1350,4,301,165,1237651272960901760,22.09771,21.85146,20.84772,20.06335,19.67698,127.897671495534,52.7614047063046,4160426467744477184,3695,55212,823,0.6918315
GALAXY,1462,6,301,468,1237651755090837959,25.19347,21.88499,20.55565,19.58846,19.21977,195.474799712914,3.40068430560025,5357112391312797696,4758,55682,293,0.6334457
GALAXY,1402,2,301,87,1237651495220347643,23.05324,22.59604,21.71575,20.46797,19.88682,119.456978249629,44.0309165350487,7180032585744707584,6377,56245,614,0.684868
GALAXY,1239,6,301,146,1237650797292028621,23.63259,22.85673,21.0925,19.98088,19.49621,142.293542333082,0.881285507703919,4304586191443521536,3823,55534,985,0.5943072
QSO,752,6,301,502,1237648705666286055,22.29832,21.61683,21.61453,21.5838,20.7732,218.663953404374,0.909726164909883,4530656504231686144,4024,55646,128,2.38657
GALAXY,756,4,301,166,1237648721750392936,23.87148,21.94874,20.27078,19.41758,19.00744,140.728102329743,0.409294096224504,4304494657100509184,3823,55534,652,0.4854304
QSO,1345,3,301,530,1237651250973114614,20.17364,19.25574,18.70082,18.4505,18.41038,233.057506664161,55.0721299976685,7674330685733793792,6816,56444,716,2.060025
QSO,752,6,301,337,1237648705655472358,19.71349,18.74916,18.45521,18.1258,17.7956,194.079313359537,0.890611478339574,4334948930854514688,3850,55575,852,2.389757
GALAXY,1462,3,301,276,1237651753467642040,20.84907,18.80276,17.51346,17.02094,16.64547,166.653040994986,2.01201889619895,5337987761306267648,4741,55704,350,0.1931087
GALAXY,1907,1,301,176,1237653663647793744,24.3418,21.49293,20.06691,19.30845,19.06093,149.062819009348,1.03185561394429,4310153018898837504,3828,55539,757,0.462356
GALAXY,1458,5,301,507,1237651737376653974,21.55372,20.5496,20.04018,19.26437,18.9943,200.778741361423,3.1423477706534,4510549454881484800,4006,55328,707,0.2700169
GALAXY,1904,6,301,256,1237653653452489139,22.60891,22.14636,21.00525,19.96889,19.60031,16.4474610352101,15.8551581807548,5777178062492463104,5131,55835,675,0.736767
GALAXY,1239,6,301,74,1237650797287310201,23.82484,22.46671,20.66377,19.76208,19.42849,131.442947137686,0.934640925426057,4289724642476355584,3810,55531,167,0.5664813
GALAXY,1350,4,301,139,1237651272959197989,25.10269,23.32509,21.49903,20.46664,19.97963,124.017866076616,49.6146669625462,4152360451466522624,3688,55273,151,0.5280402
GALAXY,752,2,301,519,1237648703519917289,22.97867,22.54255,20.58197,19.51794,19.00452,221.275307614326,-0.640367712584048,4528443457270378496,4022,55352,269,0.5251229
GALAXY,1350,4,301,216,1237651272964244215,25.42745,23.19029,21.19833,20.15689,19.64304,136.851639706774,58.3552908793101,6426678835391688704,5708,56605,153,0.5440123
QSO,756,4,301,304,1237648721759437127,22.04052,21.27702,20.7652,20.30983,19.76525,161.324311773331,0.217778205820791,4316936738733486080,3834,56014,860,0.4528593
GALAXY,752,6,301,350,1237648705656324607,26.3698,21.971,20.72541,19.4532,18.90904,195.954750080504,1.01012435538853,4562317765230915584,4052,55589,623,0.5766622
GALAXY,1402,2,301,107,1237651495221658017,24.44763,22.16274,20.49167,19.67558,19.00887,121.72963204075,46.4745998415153,7194761093737803776,6390,56244,948,0.4554816
GALAXY,756,4,301,211,1237648721753342740,22.94524,22.37383,21.08023,20.14974,19.68076,147.49470213881,0.338932868575842,4309049109660758016,3827,55565,837,0.6352827
QSO,1895,5,301,164,1237653614254882965,21.3245,21.54512,21.38945,20.97697,20.88436,129.210093855576,48.3065228574301,8241740812737245184,7320,56722,558,1.777906
GALAXY,1402,2,301,97,1237651495221002625,20.93985,20.40499,20.02192,19.80788,19.87138,120.601604252467,45.2614826876397,7191330069112614912,6387,56328,754,0.0001236347
STAR,752,2,301,566,1237648703522997501,25.0628,21.82718,21.40218,21.28506,21.0605,228.339236573418,-0.634901095859882,4523002248716546048,4017,55329,954,-4.821237e-05
STAR,756,6,301,95,1237648722819482038,20.13436,18.86072,18.3977,18.25216,18.18721,130.117752394186,1.19724450646796,8390425021768200192,7452,56745,796,0.0001698034
GALAXY,1907,3,301,123,1237653664718062178,25.88159,22.23591,20.67536,19.71837,19.15751,141.064603551255,1.6982825971926,5331206797330673664,4735,55651,257,0.493452
STAR,756,2,301,532,1237648720700637716,25.23366,22.44287,20.83236,19.85519,19.37777,195.465523054189,-0.507418437143573,4562272135682912256,4052,55600,457,-0.0001101897
GALAXY,756,4,301,130,1237648721748034582,24.75088,22.65025,21.27881,20.2322,19.4834,135.267124272627,0.236422534767375,4295580641506553856,3815,55537,991,0.5406003
STAR,756,6,301,386,1237648722838552846,21.9513,20.95274,20.6874,20.61645,20.25163,173.604962013152,1.11797406753987,4323686633234427904,3840,55574,840,0.0006308013
GALAXY,1904,5,301,333,1237653652920664407,23.68668,22.54041,20.69376,19.54239,19.0168,28.2110698964144,14.5695594907999,5243501502555418624,4657,55591,675,0.5856565
QSO,1895,6,301,236,1237653614796472707,22.40236,21.54212,21.56586,21.61423,21.45218,141.652107849961,55.9047238344075,8382396387442749440,7445,56720,260,2.814565
STAR,1239,6,301,87,1237650797288161741,24.02424,21.37608,20.90294,20.70902,20.45683,133.399554457627,0.997537115815667,4292190571877560320,3812,55513,946,0.0001861076
GALAXY,1904,6,301,178,1237653653447377572,24.23783,23.04879,21.25995,20.02705,19.62531,4.25227021108844,16.1467088679739,6963831490736746496,6185,56217,511,0.5661225
GALAXY,752,6,301,351,1237648705656389993,25.42324,23.01038,20.83964,19.68008,18.85225,196.061658579671,0.845221011989214,4562322163461976064,4052,55600,639,0.8065041
GALAXY,1904,6,301,240,1237653653451440433,22.9856,22.45195,20.75267,19.67176,19.26568,13.8891024004652,16.0117943089159,6985097694935707648,6204,56220,53,0.4890863
GALAXY,1729,5,301,98,1237652901285986761,22.53207,21.55724,19.51563,18.9021,18.4744,2.33515105292234,-9.55114924719278,8070696934002323456,7168,56625,896,0.4033501
QSO,1331,5,301,163,1237651191893262762,22.02902,21.83175,21.98273,21.48168,22.54987,126.90256219432,49.3729523676276,8230408145903218688,7310,56693,290,1.777388
GALAXY,1404,3,301,52,1237651504344859205,22.9196,21.03238,19.24404,18.56102,18.25193,206.716161609357,-0.120643313128697,4552046403170004992,4043,55630,120,0.4028727
